LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
30728,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30729,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30730,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30731,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30732,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30733,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30734,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30735,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30736,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30737,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30738,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30739,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30740,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30741,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30742,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30743,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30744,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30745,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30746,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30747,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30748,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30749,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30750,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30751,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30752,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30753,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30754,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30755,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30756,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30757,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30758,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30759,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30760,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30761,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30762,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30763,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30764,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30765,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30766,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30767,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30768,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30769,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30770,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30771,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30772,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30773,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30774,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30775,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30776,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30777,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30778,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30779,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30780,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30781,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30782,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30783,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30784,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30785,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30786,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30787,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30788,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30789,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30790,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30791,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30792,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30793,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30794,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30795,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30796,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30797,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30798,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30799,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30800,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30801,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30802,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30803,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30804,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30805,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30806,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30807,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30808,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30809,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30810,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30811,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30812,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30813,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30814,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30815,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30816,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30817,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30818,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30819,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30820,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30821,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30822,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30823,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30824,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30825,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30826,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30827,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30828,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30829,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30830,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30831,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30832,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30833,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30834,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30835,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30836,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30837,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30838,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30839,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30840,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30841,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30842,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30843,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30844,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30845,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30846,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30847,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30848,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30849,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30850,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30851,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30852,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30853,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30854,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30855,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30856,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30857,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30858,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30859,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30860,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30861,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30862,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30863,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30864,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30865,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30866,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30867,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30868,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30869,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30870,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30871,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30872,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30873,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
30874,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30875,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30876,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30877,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30878,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30879,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30880,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30881,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30882,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30883,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30884,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30885,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30886,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30887,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30888,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30889,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30890,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30891,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30892,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30893,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30894,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30895,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30896,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30897,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30898,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30899,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30900,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30901,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30902,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30903,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30904,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30905,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30906,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30907,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30908,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30909,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30910,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30911,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30912,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30913,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30914,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30915,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30916,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30917,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30918,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30919,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30920,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30921,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30922,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30923,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30924,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30925,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30926,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30927,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30928,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30929,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30930,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30931,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30932,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30933,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30934,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30935,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30936,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30937,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30938,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30939,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30940,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30941,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30942,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30943,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30944,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30945,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30946,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30947,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30948,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30949,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30950,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30951,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30952,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30953,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30954,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30955,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30956,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30957,Privileges,Used,for,Access,Check,SeBackupPrivilege,d77b0137,SeBackupPrivilege,[]
30958,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30959,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30960,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30961,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30962,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30963,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30964,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30965,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30966,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30967,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30968,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30969,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30970,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30971,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30972,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30973,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30974,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30975,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30976,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30977,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30978,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30979,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30980,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30981,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30982,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30983,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30984,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30985,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30986,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30987,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30988,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30989,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30990,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30991,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
30992,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30993,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30994,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30995,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30996,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30997,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30998,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
30999,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31000,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31001,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31002,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31003,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31004,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31005,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31006,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31007,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31008,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31009,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31010,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31011,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31012,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31013,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31014,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31015,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31016,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31017,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31018,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31019,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31020,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31021,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31022,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31023,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31024,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31025,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31026,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31027,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31028,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31029,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31030,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31031,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31032,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31033,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31034,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31035,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31036,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31037,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31038,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31039,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31040,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31041,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31042,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31043,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31044,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31045,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31046,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31047,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31048,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31049,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31050,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31051,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
31052,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31053,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Granted by	D:(A;;FA;;;S-1-5-21-450080267-1945256726-3465656282-1000),f8141c4b,Granted by <*>,[]
31054,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31055,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31056,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31057,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31058,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31059,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31060,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31061,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31062,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31063,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31064,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31065,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31066,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31067,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31068,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31069,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31070,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31071,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31072,AppendData,(or,AddSubdirectory,or,CreatePipeInstance),Unknown or unchecked,e9631c5e,Unknown or unchecked,[]
31073,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31074,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
31075,Privileges,Used,for,Access,Check,-,336d5ebc,-,[]
